@relation liking 

@attribute Theta1_1 numeric
@attribute Alpha1_1 numeric
@attribute LowBeta1_1 numeric
@attribute HighBeta1_1 numeric
@attribute Gamma1_1 numeric
@attribute Theta2_1 numeric
@attribute Alpha2_1 numeric
@attribute LowBeta2_1 numeric
@attribute HighBeta2_1 numeric
@attribute Gamma2_1 numeric
@attribute Theta3_1 numeric
@attribute Alpha3_1 numeric
@attribute LowBeta3_1 numeric
@attribute HighBeta3_1 numeric
@attribute Gamma3_1 numeric
@attribute Theta4_1 numeric
@attribute Alpha4_1 numeric
@attribute LowBeta4_1 numeric
@attribute HighBeta4_1 numeric
@attribute Gamma4_1 numeric
@attribute Theta5_1 numeric
@attribute Alpha5_1 numeric
@attribute LowBeta5_1 numeric
@attribute HighBeta5_1 numeric
@attribute Gamma5_1 numeric
@attribute Theta6_1 numeric
@attribute Alpha6_1 numeric
@attribute LowBeta6_1 numeric
@attribute HighBeta6_1 numeric
@attribute Gamma6_1 numeric
@attribute Theta7_1 numeric
@attribute Alpha7_1 numeric
@attribute LowBeta7_1 numeric
@attribute HighBeta7_1 numeric
@attribute Gamma7_1 numeric
@attribute Theta8_1 numeric
@attribute Alpha8_1 numeric
@attribute LowBeta8_1 numeric
@attribute HighBeta8_1 numeric
@attribute Gamma8_1 numeric
@attribute Theta9_1 numeric
@attribute Alpha9_1 numeric
@attribute LowBeta9_1 numeric
@attribute HighBeta9_1 numeric
@attribute Gamma9_1 numeric
@attribute Theta10_1 numeric
@attribute Alpha10_1 numeric
@attribute LowBeta10_1 numeric
@attribute HighBeta10_1 numeric
@attribute Gamma10_1 numeric
@attribute Theta11_1 numeric
@attribute Alpha11_1 numeric
@attribute LowBeta11_1 numeric
@attribute HighBeta11_1 numeric
@attribute Gamma11_1 numeric
@attribute Theta12_1 numeric
@attribute Alpha12_1 numeric
@attribute LowBeta12_1 numeric
@attribute HighBeta12_1 numeric
@attribute Gamma12_1 numeric
@attribute Theta13_1 numeric
@attribute Alpha13_1 numeric
@attribute LowBeta13_1 numeric
@attribute HighBeta13_1 numeric
@attribute Gamma13_1 numeric
@attribute Theta14_1 numeric
@attribute Alpha14_1 numeric
@attribute LowBeta14_1 numeric
@attribute HighBeta14_1 numeric
@attribute Gamma14_1 numeric
@attribute Theta15_1 numeric
@attribute Alpha15_1 numeric
@attribute LowBeta15_1 numeric
@attribute HighBeta15_1 numeric
@attribute Gamma15_1 numeric
@attribute Theta16_1 numeric
@attribute Alpha16_1 numeric
@attribute LowBeta16_1 numeric
@attribute HighBeta16_1 numeric
@attribute Gamma16_1 numeric
@attribute Theta17_1 numeric
@attribute Alpha17_1 numeric
@attribute LowBeta17_1 numeric
@attribute HighBeta17_1 numeric
@attribute Gamma17_1 numeric
@attribute Theta18_1 numeric
@attribute Alpha18_1 numeric
@attribute LowBeta18_1 numeric
@attribute HighBeta18_1 numeric
@attribute Gamma18_1 numeric
@attribute Theta19_1 numeric
@attribute Alpha19_1 numeric
@attribute LowBeta19_1 numeric
@attribute HighBeta19_1 numeric
@attribute Gamma19_1 numeric
@attribute Theta20_1 numeric
@attribute Alpha20_1 numeric
@attribute LowBeta20_1 numeric
@attribute HighBeta20_1 numeric
@attribute Gamma20_1 numeric
@attribute Theta21_1 numeric
@attribute Alpha21_1 numeric
@attribute LowBeta21_1 numeric
@attribute HighBeta21_1 numeric
@attribute Gamma21_1 numeric
@attribute Theta22_1 numeric
@attribute Alpha22_1 numeric
@attribute LowBeta22_1 numeric
@attribute HighBeta22_1 numeric
@attribute Gamma22_1 numeric
@attribute Theta23_1 numeric
@attribute Alpha23_1 numeric
@attribute LowBeta23_1 numeric
@attribute HighBeta23_1 numeric
@attribute Gamma23_1 numeric
@attribute Theta24_1 numeric
@attribute Alpha24_1 numeric
@attribute LowBeta24_1 numeric
@attribute HighBeta24_1 numeric
@attribute Gamma24_1 numeric
@attribute Theta25_1 numeric
@attribute Alpha25_1 numeric
@attribute LowBeta25_1 numeric
@attribute HighBeta25_1 numeric
@attribute Gamma25_1 numeric
@attribute Theta26_1 numeric
@attribute Alpha26_1 numeric
@attribute LowBeta26_1 numeric
@attribute HighBeta26_1 numeric
@attribute Gamma26_1 numeric
@attribute Theta27_1 numeric
@attribute Alpha27_1 numeric
@attribute LowBeta27_1 numeric
@attribute HighBeta27_1 numeric
@attribute Gamma27_1 numeric
@attribute Theta28_1 numeric
@attribute Alpha28_1 numeric
@attribute LowBeta28_1 numeric
@attribute HighBeta28_1 numeric
@attribute Gamma28_1 numeric
@attribute Theta29_1 numeric
@attribute Alpha29_1 numeric
@attribute LowBeta29_1 numeric
@attribute HighBeta29_1 numeric
@attribute Gamma29_1 numeric
@attribute Theta30_1 numeric
@attribute Alpha30_1 numeric
@attribute LowBeta30_1 numeric
@attribute HighBeta30_1 numeric
@attribute Gamma30_1 numeric
@attribute Theta31_1 numeric
@attribute Alpha31_1 numeric
@attribute LowBeta31_1 numeric
@attribute HighBeta31_1 numeric
@attribute Gamma31_1 numeric
@attribute Theta32_1 numeric
@attribute Alpha32_1 numeric
@attribute LowBeta32_1 numeric
@attribute HighBeta32_1 numeric
@attribute Gamma32_1 numeric
@attribute class {-1,1}

@data
1.4432,0,0,0,0,2.0009,0,0,0,0,2.5098,0,0,0,0,2.4903,0,0,0,0,1.7401,0,0,0,0,1.1999,0,0,0,0,1.1556,0,0,0,0,2.6056,0,0,0,0,1.2133,0,0,0,0,0.45741,0,0,0,0,1.9551,0,0,0,0,1.9144,0,0,0,0,1.3509,0,0,0,0,1.8377,0,0,0,0,2.068,0,0,0,0,0.64598,0,0,0,0,2.1682,0,0,0,0,1.8915,0,0,0,0,3.0504,0,0,0,0,2.7365,0,0,0,0,1.6261,0,0,0,0,1.1191,0,0,0,0,2.3046,0,0,0,0,0.85099,0,0,0,0,0.92501,0,0,0,0,2.0687,0,0,0,0,0.64572,0,0,0,0,0.48706,0,0,0,0,2.6447,0,0,0,0,1.1776,0,0,0,0,2.4612,0,0,0,0,2.2931,0,0,0,0,1
1.4175,0,0,0,0,1.9483,0,0,0,0,2.3082,0,0,0,0,2.5018,0,0,0,0,1.2969,0,0,0,0,1.2665,0,0,0,0,1.1922,0,0,0,0,3.5126,0,0,0,0,1.1591,0,0,0,0,0.47354,0,0,0,0,2.6436,0,0,0,0,1.8363,0,0,0,0,1.4416,0,0,0,0,1.5886,0,0,0,0,1.7033,0,0,0,0,0.6381,0,0,0,0,2.8691,0,0,0,0,2.6525,0,0,0,0,3.4332,0,0,0,0,3.378,0,0,0,0,1.7428,0,0,0,0,1.3419,0,0,0,0,2.4219,0,0,0,0,0.63105,0,0,0,0,1.2759,0,0,0,0,2.8196,0,0,0,0,0.76761,0,0,0,0,0.4582,0,0,0,0,3.3413,0,0,0,0,1.113,0,0,0,0,2.5981,0,0,0,0,1.9907,0,0,0,0,1
1.1828,0,0,0,0,1.7044,0,0,0,0,2.0296,0,0,0,0,2.0415,0,0,0,0,1.2657,0,0,0,0,1.2637,0,0,0,0,1.4398,0,0,0,0,3.26,0,0,0,0,0.90901,0,0,0,0,0.47298,0,0,0,0,2.6921,0,0,0,0,1.0686,0,0,0,0,1.1111,0,0,0,0,1.2345,0,0,0,0,1.2813,0,0,0,0,0.58823,0,0,0,0,2.4061,0,0,0,0,2.352,0,0,0,0,1.9058,0,0,0,0,2.3918,0,0,0,0,1.2894,0,0,0,0,0.97246,0,0,0,0,1.6567,0,0,0,0,0.65749,0,0,0,0,1.1815,0,0,0,0,2.3462,0,0,0,0,0.4801,0,0,0,0,0.50864,0,0,0,0,3.8619,0,0,0,0,0.80164,0,0,0,0,2.6626,0,0,0,0,1.7087,0,0,0,0,1
0.88673,0,0,0,0,1.13,0,0,0,0,1.1623,0,0,0,0,1.1079,0,0,0,0,0.71727,0,0,0,0,0.59262,0,0,0,0,0.67303,0,0,0,0,1.1848,0,0,0,0,0.69357,0,0,0,0,0.48133,0,0,0,0,1.1272,0,0,0,0,1.2153,0,0,0,0,1.0971,0,0,0,0,1.3102,0,0,0,0,1.4241,0,0,0,0,0.56252,0,0,0,0,1.7154,0,0,0,0,1.5134,0,0,0,0,2.326,0,0,0,0,2.1428,0,0,0,0,1.0252,0,0,0,0,0.72822,0,0,0,0,1.6269,0,0,0,0,0.58428,0,0,0,0,0.49043,0,0,0,0,1.1148,0,0,0,0,0.52198,0,0,0,0,0.43608,0,0,0,0,1.2026,0,0,0,0,0.78,0,0,0,0,1.4054,0,0,0,0,1.6529,0,0,0,0,1
1.6217,0,0,0,0,2.0185,0,0,0,0,2.1354,0,0,0,0,2.1507,0,0,0,0,1.0935,0,0,0,0,1.0217,0,0,0,0,1.1007,0,0,0,0,2.4202,0,0,0,0,1.2621,0,0,0,0,0.64719,0,0,0,0,2.5988,0,0,0,0,1.8793,0,0,0,0,1.4803,0,0,0,0,1.7015,0,0,0,0,1.9069,0,0,0,0,0.71264,0,0,0,0,2.8422,0,0,0,0,2.3373,0,0,0,0,3.5597,0,0,0,0,3.6522,0,0,0,0,1.4595,0,0,0,0,1.0628,0,0,0,0,2.4056,0,0,0,0,0.57341,0,0,0,0,0.91273,0,0,0,0,1.7263,0,0,0,0,0.54948,0,0,0,0,0.45401,0,0,0,0,2.7235,0,0,0,0,0.84281,0,0,0,0,2.4949,0,0,0,0,2.0154,0,0,0,0,1
0.80423,0,0,0,0,1.1318,0,0,0,0,1.2978,0,0,0,0,1.4196,0,0,0,0,0.7983,0,0,0,0,0.72376,0,0,0,0,0.92801,0,0,0,0,2.2569,0,0,0,0,0.72039,0,0,0,0,0.41385,0,0,0,0,1.5576,0,0,0,0,0.79542,0,0,0,0,0.7853,0,0,0,0,0.92369,0,0,0,0,0.99239,0,0,0,0,0.46998,0,0,0,0,1.5176,0,0,0,0,1.3812,0,0,0,0,1.1892,0,0,0,0,1.6627,0,0,0,0,1.0595,0,0,0,0,0.71579,0,0,0,0,1.0045,0,0,0,0,0.53538,0,0,0,0,0.84017,0,0,0,0,1.3866,0,0,0,0,0.41484,0,0,0,0,0.45034,0,0,0,0,2.329,0,0,0,0,0.56468,0,0,0,0,1.6911,0,0,0,0,1.1525,0,0,0,0,1
1.2535,0,0,0,0,1.4651,0,0,0,0,1.5327,0,0,0,0,1.7817,0,0,0,0,0.81317,0,0,0,0,0.94095,0,0,0,0,0.74894,0,0,0,0,2.1575,0,0,0,0,0.80405,0,0,0,0,0.52553,0,0,0,0,1.6085,0,0,0,0,1.2562,0,0,0,0,1.1338,0,0,0,0,1.3581,0,0,0,0,1.4233,0,0,0,0,0.59031,0,0,0,0,1.9016,0,0,0,0,1.6904,0,0,0,0,2.0083,0,0,0,0,2.1333,0,0,0,0,1.059,0,0,0,0,0.74882,0,0,0,0,1.6693,0,0,0,0,0.73278,0,0,0,0,0.88995,0,0,0,0,1.3958,0,0,0,0,0.50719,0,0,0,0,0.56578,0,0,0,0,2.0881,0,0,0,0,0.7514,0,0,0,0,1.7811,0,0,0,0,1.5512,0,0,0,0,-1
1.0506,0,0,0,0,1.5256,0,0,0,0,1.8795,0,0,0,0,1.8661,0,0,0,0,1.0724,0,0,0,0,1.11,0,0,0,0,0.97817,0,0,0,0,2.3104,0,0,0,0,0.96351,0,0,0,0,0.51352,0,0,0,0,1.95,0,0,0,0,1.5462,0,0,0,0,1.2762,0,0,0,0,1.4514,0,0,0,0,1.4984,0,0,0,0,0.61787,0,0,0,0,2.4297,0,0,0,0,2.4721,0,0,0,0,3.4933,0,0,0,0,3.367,0,0,0,0,1.3878,0,0,0,0,1.0531,0,0,0,0,2.4874,0,0,0,0,0.73304,0,0,0,0,0.9302,0,0,0,0,2.0242,0,0,0,0,0.60249,0,0,0,0,0.47584,0,0,0,0,2.3438,0,0,0,0,0.87105,0,0,0,0,1.9372,0,0,0,0,1.6339,0,0,0,0,1
1.1369,0,0,0,0,1.7334,0,0,0,0,1.9253,0,0,0,0,1.8932,0,0,0,0,1.2889,0,0,0,0,1.2944,0,0,0,0,1.2058,0,0,0,0,2.9672,0,0,0,0,1.1001,0,0,0,0,0.55642,0,0,0,0,2.776,0,0,0,0,1.6461,0,0,0,0,1.5307,0,0,0,0,1.8334,0,0,0,0,1.8044,0,0,0,0,0.7159,0,0,0,0,2.9178,0,0,0,0,2.9761,0,0,0,0,3.3258,0,0,0,0,3.8034,0,0,0,0,1.3747,0,0,0,0,1.0896,0,0,0,0,2.7784,0,0,0,0,0.69415,0,0,0,0,1.1031,0,0,0,0,2.2195,0,0,0,0,0.50012,0,0,0,0,0.48536,0,0,0,0,3.2731,0,0,0,0,0.85914,0,0,0,0,2.5275,0,0,0,0,1.9065,0,0,0,0,-1
1.5705,0,0,0,0,2.0354,0,0,0,0,2.3386,0,0,0,0,2.6906,0,0,0,0,1.195,0,0,0,0,1.1979,0,0,0,0,1.0716,0,0,0,0,2.8366,0,0,0,0,1.1642,0,0,0,0,0.60424,0,0,0,0,2.2991,0,0,0,0,1.7419,0,0,0,0,1.5005,0,0,0,0,1.7594,0,0,0,0,1.9706,0,0,0,0,0.82822,0,0,0,0,2.8673,0,0,0,0,2.6225,0,0,0,0,4.0219,0,0,0,0,3.6249,0,0,0,0,1.6681,0,0,0,0,1.1798,0,0,0,0,2.748,0,0,0,0,0.72209,0,0,0,0,0.99908,0,0,0,0,2.2633,0,0,0,0,0.70309,0,0,0,0,0.49563,0,0,0,0,2.883,0,0,0,0,1.0355,0,0,0,0,2.598,0,0,0,0,2.1609,0,0,0,0,1
0.9641,0,0,0,0,1.1837,0,0,0,0,1.306,0,0,0,0,1.1961,0,0,0,0,0.62543,0,0,0,0,0.66067,0,0,0,0,0.74808,0,0,0,0,1.4026,0,0,0,0,0.68194,0,0,0,0,0.48845,0,0,0,0,1.334,0,0,0,0,1.0615,0,0,0,0,0.99502,0,0,0,0,1.1068,0,0,0,0,1.1415,0,0,0,0,0.54866,0,0,0,0,1.5778,0,0,0,0,1.2586,0,0,0,0,1.5042,0,0,0,0,1.6215,0,0,0,0,1.1926,0,0,0,0,0.76837,0,0,0,0,1.2428,0,0,0,0,0.60946,0,0,0,0,0.71035,0,0,0,0,1.4255,0,0,0,0,0.49773,0,0,0,0,0.49216,0,0,0,0,1.6305,0,0,0,0,0.69973,0,0,0,0,1.4346,0,0,0,0,1.2075,0,0,0,0,1
1.0384,0,0,0,0,1.2286,0,0,0,0,1.4924,0,0,0,0,1.5359,0,0,0,0,0.69753,0,0,0,0,0.89294,0,0,0,0,0.81347,0,0,0,0,1.7442,0,0,0,0,0.68193,0,0,0,0,0.51371,0,0,0,0,1.4818,0,0,0,0,1.1452,0,0,0,0,0.92002,0,0,0,0,1.0638,0,0,0,0,1.1479,0,0,0,0,0.60526,0,0,0,0,1.5788,0,0,0,0,1.3373,0,0,0,0,1.418,0,0,0,0,1.7648,0,0,0,0,1.2643,0,0,0,0,0.74887,0,0,0,0,1.3809,0,0,0,0,0.69709,0,0,0,0,0.75044,0,0,0,0,1.5747,0,0,0,0,0.51757,0,0,0,0,0.54996,0,0,0,0,1.9886,0,0,0,0,0.73907,0,0,0,0,1.6185,0,0,0,0,1.2595,0,0,0,0,1
NaN,0,0,0,0,1303.7,0,0,0,0,10.754,0,0,0,0,137.59,0,0,0,0,64.698,0,0,0,0,11.12,0,0,0,0,11.989,0,0,0,0,559.51,0,0,0,0,243.84,0,0,0,0,22.229,0,0,0,0,23.211,0,0,0,0,360.91,0,0,0,0,3.6701,0,0,0,0,614.38,0,0,0,0,194.83,0,0,0,0,1.1697,0,0,0,0,43.941,0,0,0,0,118.29,0,0,0,0,230.36,0,0,0,0,1295.9,0,0,0,0,399.14,0,0,0,0,177.66,0,0,0,0,49.872,0,0,0,0,6.5905,0,0,0,0,26.409,0,0,0,0,52.369,0,0,0,0,248.49,0,0,0,0,51.822,0,0,0,0,141.53,0,0,0,0,1.513,0,0,0,0,1037.2,0,0,0,0,11.89,0,0,0,0,1
292.37,0,0,0,0,1562.4,0,0,0,0,13.143,0,0,0,0,164.45,0,0,0,0,79.756,0,0,0,0,21.789,0,0,0,0,14.052,0,0,0,0,664.99,0,0,0,0,291.75,0,0,0,0,27.05,0,0,0,0,27.963,0,0,0,0,437.53,0,0,0,0,5.869,0,0,0,0,738.6,0,0,0,0,256.92,0,0,0,0,1.3825,0,0,0,0,53.733,0,0,0,0,142.46,0,0,0,0,276.25,0,0,0,0,1551.5,0,0,0,0,481.61,0,0,0,0,214.22,0,0,0,0,61.667,0,0,0,0,7.9544,0,0,0,0,32.494,0,0,0,0,66.992,0,0,0,0,314.42,0,0,0,0,62.686,0,0,0,0,170.24,0,0,0,0,2.1393,0,0,0,0,1264.7,0,0,0,0,14.652,0,0,0,0,1
125.35,0,0,0,0,667.48,0,0,0,0,6.7829,0,0,0,0,71.481,0,0,0,0,34.088,0,0,0,0,18.468,0,0,0,0,6.1874,0,0,0,0,284.55,0,0,0,0,124.06,0,0,0,0,12.104,0,0,0,0,12.979,0,0,0,0,194.95,0,0,0,0,5.3931,0,0,0,0,314.94,0,0,0,0,125.01,0,0,0,0,0.98661,0,0,0,0,23.436,0,0,0,0,60.263,0,0,0,0,117.98,0,0,0,0,662.92,0,0,0,0,204.88,0,0,0,0,91.046,0,0,0,0,29.96,0,0,0,0,4.0531,0,0,0,0,13.999,0,0,0,0,29.657,0,0,0,0,145.5,0,0,0,0,26.636,0,0,0,0,72.535,0,0,0,0,1.9681,0,0,0,0,543.76,0,0,0,0,7.6949,0,0,0,0,1
275.51,0,0,0,0,1502.5,0,0,0,0,11.84,0,0,0,0,159.29,0,0,0,0,73.313,0,0,0,0,12.795,0,0,0,0,13.109,0,0,0,0,634.36,0,0,0,0,274.62,0,0,0,0,26.327,0,0,0,0,25.273,0,0,0,0,418.12,0,0,0,0,4.7203,0,0,0,0,707.02,0,0,0,0,217.93,0,0,0,0,1.3536,0,0,0,0,49.765,0,0,0,0,136.48,0,0,0,0,264.19,0,0,0,0,1486.6,0,0,0,0,453.8,0,0,0,0,203.84,0,0,0,0,59.217,0,0,0,0,7.026,0,0,0,0,29.881,0,0,0,0,59.811,0,0,0,0,279.25,0,0,0,0,59.351,0,0,0,0,161.54,0,0,0,0,1.5639,0,0,0,0,1174.9,0,0,0,0,13.993,0,0,0,0,1
432.91,0,0,0,0,2268.6,0,0,0,0,18.816,0,0,0,0,235.1,0,0,0,0,113.36,0,0,0,0,20.893,0,0,0,0,19.862,0,0,0,0,956.91,0,0,0,0,418.62,0,0,0,0,39.264,0,0,0,0,40.203,0,0,0,0,641.24,0,0,0,0,7.4604,0,0,0,0,1075,0,0,0,0,329.14,0,0,0,0,1.6273,0,0,0,0,74.077,0,0,0,0,205.74,0,0,0,0,399.93,0,0,0,0,2260.2,0,0,0,0,689.22,0,0,0,0,309.2,0,0,0,0,90.488,0,0,0,0,10.665,0,0,0,0,45.882,0,0,0,0,91.82,0,0,0,0,423.26,0,0,0,0,88.886,0,0,0,0,241.84,0,0,0,0,2.1978,0,0,0,0,1772.8,0,0,0,0,21.652,0,0,0,0,-1
187.31,0,0,0,0,969.8,0,0,0,0,9.3973,0,0,0,0,102.84,0,0,0,0,50.093,0,0,0,0,22.014,0,0,0,0,8.7939,0,0,0,0,420.09,0,0,0,0,184,0,0,0,0,17.253,0,0,0,0,18.769,0,0,0,0,277.07,0,0,0,0,5.8951,0,0,0,0,463.02,0,0,0,0,172.72,0,0,0,0,1.0503,0,0,0,0,33.523,0,0,0,0,87.781,0,0,0,0,174.1,0,0,0,0,971.99,0,0,0,0,296.94,0,0,0,0,132.04,0,0,0,0,42.071,0,0,0,0,5.416,0,0,0,0,20.287,0,0,0,0,44.395,0,0,0,0,206.93,0,0,0,0,39.262,0,0,0,0,105.35,0,0,0,0,2.0087,0,0,0,0,792.48,0,0,0,0,10.058,0,0,0,0,-1
277.88,0,0,0,0,1509.3,0,0,0,0,11.81,0,0,0,0,160.39,0,0,0,0,75.189,0,0,0,0,12.237,0,0,0,0,12.909,0,0,0,0,640.01,0,0,0,0,276.98,0,0,0,0,26.324,0,0,0,0,25.96,0,0,0,0,420.62,0,0,0,0,4.4485,0,0,0,0,708.96,0,0,0,0,223.72,0,0,0,0,1.3083,0,0,0,0,50.113,0,0,0,0,137.91,0,0,0,0,265.07,0,0,0,0,1492.4,0,0,0,0,462.31,0,0,0,0,206.54,0,0,0,0,57.384,0,0,0,0,7.0925,0,0,0,0,30.547,0,0,0,0,62.394,0,0,0,0,284.49,0,0,0,0,60.227,0,0,0,0,163.05,0,0,0,0,1.4769,0,0,0,0,1193.8,0,0,0,0,13.528,0,0,0,0,1
146.09,0,0,0,0,765.02,0,0,0,0,7.4837,0,0,0,0,83.492,0,0,0,0,40.604,0,0,0,0,14.124,0,0,0,0,7.2586,0,0,0,0,338.02,0,0,0,0,147.63,0,0,0,0,13.267,0,0,0,0,14.847,0,0,0,0,209.17,0,0,0,0,3.7441,0,0,0,0,364.07,0,0,0,0,144.52,0,0,0,0,1.0452,0,0,0,0,29.082,0,0,0,0,71.334,0,0,0,0,137.77,0,0,0,0,760.96,0,0,0,0,243.9,0,0,0,0,107.24,0,0,0,0,29.409,0,0,0,0,4.4676,0,0,0,0,16.614,0,0,0,0,35.847,0,0,0,0,168.76,0,0,0,0,32.32,0,0,0,0,86.949,0,0,0,0,1.6734,0,0,0,0,652.62,0,0,0,0,7.7165,0,0,0,0,1
287.26,0,0,0,0,1533.3,0,0,0,0,11.631,0,0,0,0,155.94,0,0,0,0,73.914,0,0,0,0,11.715,0,0,0,0,12.952,0,0,0,0,637.73,0,0,0,0,275.17,0,0,0,0,27.297,0,0,0,0,25.657,0,0,0,0,440.17,0,0,0,0,4.7821,0,0,0,0,716.71,0,0,0,0,202.51,0,0,0,0,1.2186,0,0,0,0,48.069,0,0,0,0,140.72,0,0,0,0,264.88,0,0,0,0,1512.9,0,0,0,0,455.15,0,0,0,0,208.14,0,0,0,0,62.491,0,0,0,0,6.9381,0,0,0,0,29.982,0,0,0,0,58.578,0,0,0,0,265.57,0,0,0,0,58.613,0,0,0,0,160.24,0,0,0,0,1.3858,0,0,0,0,1155.4,0,0,0,0,13.296,0,0,0,0,-1
462.51,0,0,0,0,2480.4,0,0,0,0,18.999,0,0,0,0,263.06,0,0,0,0,123,0,0,0,0,16.097,0,0,0,0,21.941,0,0,0,0,1060.1,0,0,0,0,464.87,0,0,0,0,41.886,0,0,0,0,43.728,0,0,0,0,678.49,0,0,0,0,5.0203,0,0,0,0,1172.9,0,0,0,0,363.81,0,0,0,0,1.6662,0,0,0,0,80.693,0,0,0,0,223.68,0,0,0,0,440.02,0,0,0,0,2468.3,0,0,0,0,757.28,0,0,0,0,339.69,0,0,0,0,93.109,0,0,0,0,11.53,0,0,0,0,49.982,0,0,0,0,100.6,0,0,0,0,468.14,0,0,0,0,99.289,0,0,0,0,269.74,0,0,0,0,1.8242,0,0,0,0,1972.7,0,0,0,0,21.092,0,0,0,0,1
322.43,0,0,0,0,1691.2,0,0,0,0,13.692,0,0,0,0,174.56,0,0,0,0,83.412,0,0,0,0,16.298,0,0,0,0,14.688,0,0,0,0,710.23,0,0,0,0,310.46,0,0,0,0,29.644,0,0,0,0,29.026,0,0,0,0,480.25,0,0,0,0,5.7898,0,0,0,0,796.72,0,0,0,0,243.88,0,0,0,0,1.2413,0,0,0,0,54.419,0,0,0,0,154.81,0,0,0,0,296.22,0,0,0,0,1678.6,0,0,0,0,510.59,0,0,0,0,231.2,0,0,0,0,66.352,0,0,0,0,8.0651,0,0,0,0,34.332,0,0,0,0,68.685,0,0,0,0,313.2,0,0,0,0,65.944,0,0,0,0,179.26,0,0,0,0,1.45,0,0,0,0,1316.2,0,0,0,0,14.948,0,0,0,0,1
269.47,0,0,0,0,1449.1,0,0,0,0,11.662,0,0,0,0,153.56,0,0,0,0,72.502,0,0,0,0,11.603,0,0,0,0,12.879,0,0,0,0,617.56,0,0,0,0,268.12,0,0,0,0,24.946,0,0,0,0,25.327,0,0,0,0,405.02,0,0,0,0,4.4813,0,0,0,0,682.99,0,0,0,0,216.08,0,0,0,0,1.385,0,0,0,0,49.514,0,0,0,0,132.77,0,0,0,0,254.01,0,0,0,0,1435.1,0,0,0,0,441.62,0,0,0,0,198.27,0,0,0,0,54.039,0,0,0,0,7.2725,0,0,0,0,29.863,0,0,0,0,59.588,0,0,0,0,275.95,0,0,0,0,57.872,0,0,0,0,157.35,0,0,0,0,1.7199,0,0,0,0,1152.2,0,0,0,0,13.479,0,0,0,0,1
187.05,0,0,0,0,1022.1,0,0,0,0,7.8859,0,0,0,0,104.23,0,0,0,0,47.9,0,0,0,0,10.333,0,0,0,0,8.4985,0,0,0,0,417.3,0,0,0,0,181.78,0,0,0,0,18.916,0,0,0,0,16.602,0,0,0,0,296.81,0,0,0,0,4.5178,0,0,0,0,473.36,0,0,0,0,134.07,0,0,0,0,0.97951,0,0,0,0,32.078,0,0,0,0,93.215,0,0,0,0,174.74,0,0,0,0,1000.4,0,0,0,0,294.96,0,0,0,0,135.94,0,0,0,0,44.326,0,0,0,0,4.4452,0,0,0,0,19.408,0,0,0,0,37.706,0,0,0,0,174.32,0,0,0,0,38.966,0,0,0,0,106.07,0,0,0,0,1.4014,0,0,0,0,751.53,0,0,0,0,9.879,0,0,0,0,1
188.51,0,0,0,0,999.69,0,0,0,0,9.0818,0,0,0,0,104.35,0,0,0,0,49.621,0,0,0,0,14.75,0,0,0,0,9.1858,0,0,0,0,424.6,0,0,0,0,186.83,0,0,0,0,17.594,0,0,0,0,18.439,0,0,0,0,285.3,0,0,0,0,4.7181,0,0,0,0,470.76,0,0,0,0,159.14,0,0,0,0,1.0108,0,0,0,0,33.749,0,0,0,0,91.795,0,0,0,0,175.85,0,0,0,0,992.72,0,0,0,0,302.49,0,0,0,0,136.4,0,0,0,0,40.869,0,0,0,0,5.2023,0,0,0,0,20.37,0,0,0,0,41.364,0,0,0,0,196.72,0,0,0,0,39.783,0,0,0,0,108.28,0,0,0,0,1.7252,0,0,0,0,793.74,0,0,0,0,9.6063,0,0,0,0,1
326.8,0,0,0,0,1697.1,0,0,0,0,13.339,0,0,0,0,176.44,0,0,0,0,84.58,0,0,0,0,7.4658,0,0,0,0,14.711,0,0,0,0,714.51,0,0,0,0,312.35,0,0,0,0,29.247,0,0,0,0,28.987,0,0,0,0,478.03,0,0,0,0,3.3385,0,0,0,0,804.57,0,0,0,0,230,0,0,0,0,1.1007,0,0,0,0,55.104,0,0,0,0,154.91,0,0,0,0,299.14,0,0,0,0,1692.6,0,0,0,0,519.86,0,0,0,0,235.58,0,0,0,0,64.067,0,0,0,0,8.0072,0,0,0,0,34.814,0,0,0,0,67.339,0,0,0,0,302.99,0,0,0,0,65.693,0,0,0,0,180.75,0,0,0,0,0.93807,0,0,0,0,1320.9,0,0,0,0,14.875,0,0,0,0,1
749.14,0,0,0,0,3961.5,0,0,0,0,34.663,0,0,0,0,428.26,0,0,0,0,210.96,0,0,0,0,57.284,0,0,0,0,36.193,0,0,0,0,1737.6,0,0,0,0,764.17,0,0,0,0,65.864,0,0,0,0,75.902,0,0,0,0,1073.9,0,0,0,0,12.73,0,0,0,0,1902.6,0,0,0,0,712.68,0,0,0,0,2.5492,0,0,0,0,142.1,0,0,0,0,360.31,0,0,0,0,718.17,0,0,0,0,3961.3,0,0,0,0,1269.6,0,0,0,0,552.18,0,0,0,0,143.53,0,0,0,0,20.737,0,0,0,0,85.291,0,0,0,0,181.75,0,0,0,0,867.07,0,0,0,0,165.77,0,0,0,0,448.2,0,0,0,0,3.0759,0,0,0,0,3383.3,0,0,0,0,33.721,0,0,0,0,1
