@Theta_1,Alpha_1,LowBeta_1,HighBeta_1,Gamma_1,Theta_2,Alpha_2,LowBeta_2,HighBeta_2,Gamma_2,Theta_3,Alpha_3,LowBeta_3,HighBeta_3,Gamma_3,Theta_4,Alpha_4,LowBeta_4,HighBeta_4,Gamma_4,Theta_5,Alpha_5,LowBeta_5,HighBeta_5,Gamma_5,Theta_6,Alpha_6,LowBeta_6,HighBeta_6,Gamma_6,Theta_7,Alpha_7,LowBeta_7,HighBeta_7,Gamma_7,Theta_8,Alpha_8,LowBeta_8,HighBeta_8,Gamma_8,Theta_9,Alpha_9,LowBeta_9,HighBeta_9,Gamma_9,Theta_10,Alpha_10,LowBeta_10,HighBeta_10,Gamma_10,Theta_11,Alpha_11,LowBeta_11,HighBeta_11,Gamma_11,Theta_12,Alpha_12,LowBeta_12,HighBeta_12,Gamma_12,Theta_13,Alpha_13,LowBeta_13,HighBeta_13,Gamma_13,Theta_14,Alpha_14,LowBeta_14,HighBeta_14,Gamma_14,Theta_15,Alpha_15,LowBeta_15,HighBeta_15,Gamma_15,Theta_16,Alpha_16,LowBeta_16,HighBeta_16,Gamma_16,Theta_17,Alpha_17,LowBeta_17,HighBeta_17,Gamma_17,Theta_18,Alpha_18,LowBeta_18,HighBeta_18,Gamma_18,Theta_19,Alpha_19,LowBeta_19,HighBeta_19,Gamma_19,Theta_20,Alpha_20,LowBeta_20,HighBeta_20,Gamma_20,Theta_21,Alpha_21,LowBeta_21,HighBeta_21,Gamma_21,Theta_22,Alpha_22,LowBeta_22,HighBeta_22,Gamma_22,Theta_23,Alpha_23,LowBeta_23,HighBeta_23,Gamma_23,Theta_24,Alpha_24,LowBeta_24,HighBeta_24,Gamma_24,Theta_25,Alpha_25,LowBeta_25,HighBeta_25,Gamma_25,Theta_26,Alpha_26,LowBeta_26,HighBeta_26,Gamma_26,Theta_27,Alpha_27,LowBeta_27,HighBeta_27,Gamma_27,Theta_28,Alpha_28,LowBeta_28,HighBeta_28,Gamma_28,Theta_29,Alpha_29,LowBeta_29,HighBeta_29,Gamma_29,Theta_30,Alpha_30,LowBeta_30,HighBeta_30,Gamma_30,Theta_31,Alpha_31,LowBeta_31,HighBeta_31,Gamma_31,Theta_32,Alpha_32,LowBeta_32,HighBeta_32,Gamma_32,class
534.56,432.99,300.01,131.4,88.302,645.52,466.93,327.07,131.33,83.483,694.5,488.91,342.51,142.25,88.451,658.67,508.16,335.07,203.65,189.6,477.47,351.58,217.82,110.1,82.934,554.37,334.86,248.92,113.74,71.867,541.4,396.73,205.62,119.05,81.415,872.1,541.3,307.73,219.82,201.63,485.38,493.94,206.78,122.8,85.998,346.25,397.39,194.16,110.5,65.627,825.4,637.87,264.38,126.57,93.147,579.42,629.76,256.7,146.01,128.38,545.88,694.42,248.32,126.18,93.263,619.4,552.71,262.38,123.76,114.54,585.44,464.78,251,124.03,106.06,366.9,442.23,201.23,101.34,65.705,779.8,460.1,323.85,160.88,105.25,632.55,454.08,263.77,144.38,92.276,569.99,460.9,300.13,128.27,85.661,736.16,516.12,320.59,155.41,93.273,573.47,450.05,309.38,156.65,108.02,428.76,417.04,248.68,133.45,80.264,525.35,441.25,296.44,126.05,84.726,410.21,291.34,257.5,128.81,70.011,505.83,451.39,236.87,131.4,74.96,679.34,491.86,267.54,152.69,104.06,347.1,420.09,213.04,113.65,83.811,346.98,369.72,193.15,108.73,62.905,948.9,573.36,296.77,152.42,99.369,482.02,426.92,242.3,128.03,129.74,799.2,567.58,278.06,141.5,97.225,639.08,527.93,272.69,140.76,110.08,1
518.82,410.42,289,201.95,149.54,636.82,466.16,303.84,190.89,135.44,708.52,503.57,324.02,195.72,153.13,733.86,475.55,310.84,237.79,218.68,536.63,380.48,230.4,188,176.48,487.54,378.75,235.51,155.73,123.48,624.79,334.57,216.13,166.4,152.29,992.93,613.42,359.83,326.5,366.96,495.43,411.39,188.35,156.2,143.79,332.06,245.8,169,119.85,78.808,793.73,501.77,253.61,194.99,174.31,457.06,527.8,236.81,190.75,160.92,539.59,519.48,234.85,145.09,113.74,595.25,510.28,231.49,166.73,131.5,656.19,520.13,243.75,148.38,105.3,390.84,355.66,192.16,116.65,81.468,701.57,476.47,302.54,192.55,151.62,741.25,475.59,262.46,197.75,197.19,520.87,437.12,275.57,144.86,95.388,677.49,509.75,314.2,181.01,135.61,578.43,421.9,293.82,194.52,147.1,544.77,392.04,231.57,152.45,106.53,521.62,420.88,246.67,155.51,102.85,308.16,252.63,209.49,150.2,80.937,551.64,375.1,223.98,147.26,119.86,787.72,520.31,315.47,265.18,251.72,324.13,351.68,211.05,139.42,99.053,353.56,292.51,173.3,121.39,78.072,1010.9,621.9,327,221.7,217.86,431.17,418.81,255.68,199.24,168.08,874.34,639.8,294.11,183.22,159.09,715.28,593.77,255.1,150.06,112.98,1
524.46,417.08,283.17,147.18,114.63,678.76,473.99,302.03,153.72,98.496,775.62,519.53,324.97,173.86,105.9,698.79,510.34,298.56,199.54,178.75,658.31,398.89,225.18,170.98,134.13,573.68,380.46,222.11,118.35,98.386,636.83,409.89,191.63,158.27,123.88,962.78,631.95,365.68,332.05,317.99,459.75,414.64,196.37,156.45,118.44,328.43,309.77,167.97,111.37,71.885,912.31,590.24,257.65,170.91,136.56,519.19,475.11,243.86,202.46,162.88,544.48,543.13,224.33,146.85,106.75,621.07,506.87,253.28,166.36,143.1,660.49,493.2,243.87,143.63,115.89,394.82,393.45,185.69,103.33,80.143,859.23,551.91,290.91,153.64,127.43,754.05,520.11,271.95,166.24,143.75,741.22,518.21,269.41,131.94,89.073,886.09,625.67,321.88,162.55,117.48,530.34,494.49,281.59,172.75,136.63,445.5,457.87,239.07,143.96,96.518,678.51,496.44,265.12,130.53,93.116,348.01,290.16,177.49,126.37,72.452,522.98,440.75,227.96,137.74,98.665,774.07,603.28,309.07,266.59,226.28,323.24,347.32,197.13,133.13,96.536,358.92,317.32,174.47,104.29,71.161,1077.9,675.27,294.82,188.54,162.29,424.05,388.68,210.15,164.55,142.5,904.34,618.82,265.04,152.4,128.41,736.24,527.19,250.63,147.97,113.18,1
524.41,386.13,284.64,157.95,131.65,519.95,425.72,332.54,168.58,113.33,515.29,447.9,344.51,166.3,110.89,577.33,430.91,282.57,157.1,129.16,289.28,328.2,201.56,121.24,104.45,290.1,336.31,243.18,118.25,84.686,362.11,313.97,194.4,129.85,105.92,474.5,498.69,391.25,267.11,296.41,351.95,370.21,209.19,121.11,106.27,332.1,288.1,172.32,99.254,73.173,441.48,527.4,264.38,131.77,109.86,473.07,561.6,251.92,148.99,126.69,456.22,607.15,250.39,116.41,94.619,517.72,557.61,248.46,136.47,114.53,628.62,517.31,257.72,138.83,122.3,430.92,373.21,198.76,101.77,75.279,501.39,440.16,320.75,154.41,133.16,511.62,427.65,256.25,153.1,129.61,610.48,444.07,293.84,128.75,79.773,576.3,489.76,310.63,153.69,102.96,520.61,423.65,306.94,163.35,126.74,412.08,374.06,229.9,137.32,96.385,521.02,414.68,265.81,130.46,84.598,368.99,289.34,194.7,130.75,74.497,293.1,369.42,208.95,126.08,87.735,453.72,444.59,284.22,194.36,183.87,364,341.47,202.49,126.17,85.826,346.6,293.88,166.97,117.47,70.444,486.36,489.93,309.58,168.73,135.64,382.18,370.66,225.25,144.84,125.21,540.84,518.72,291.08,153.18,119.37,608.75,524.6,284.16,159.14,144.36,-1
505.93,394.74,239.39,147.88,107.72,611.8,418.17,266.49,164.74,89.91,660.25,431.12,291.67,166.77,99.608,700.22,469.7,289.53,219.6,196.14,489.85,313.03,198.89,120.04,89.077,421.89,314.17,225.39,108.89,80.778,501.73,287.16,185.88,116.61,91.501,740.89,498,311.88,229.04,220.98,333.16,359.71,205.87,130.45,99.279,332.36,246.51,170.15,121,68.146,678.73,468.77,249.02,143.38,108.91,572.78,475.91,262.73,158.2,149.69,529.19,505.53,237.93,128.51,96.336,581.28,479.19,243.23,140.29,117.97,584.82,445.37,226.13,124.26,94.642,363.17,341.2,195.06,106.09,70.046,684.54,462.99,279.18,165.02,114.91,634.1,419.19,248.28,143.34,122.22,666.12,416.27,275.93,139.83,86.006,736.77,452.89,295.78,154.47,93.119,559.12,432.63,283.13,147.81,101.43,473,353.73,213.82,104.77,63.288,625.06,359.86,252,135.23,85.54,926.02,450.67,268.09,206.23,77.809,446.7,282.45,202.22,128.02,79.751,671.9,371.03,230.66,150.09,103.79,342.47,222.86,182.7,114.51,79.167,350.94,231.07,169.32,115.59,64.916,775.61,438.42,258.18,175.04,131.75,405.57,304.98,243.67,193.68,185.07,694.22,491.44,240.53,136.58,106.25,600.6,480.61,224.8,127.67,98.799,1
609.1,478.51,272.18,171.69,115.44,712.96,540.28,306.74,174.63,106.8,733.15,567.99,322.93,182.53,78.907,690.88,535.01,242.11,139.69,93.371,467.05,419.14,218.21,130.31,92.543,532.63,373.01,253.66,121.92,74.752,556.82,414.94,207.04,129.74,89.073,825.73,547.37,319.86,246.98,234.08,472.99,480.19,238.09,144.45,111.27,313.03,354.97,168.42,118.72,70.729,842.01,594.72,259.74,142.11,107.41,656.02,584.38,323.04,181.59,172.78,571.83,501.19,235.53,113.54,90.941,639.07,515.85,253.54,121.21,99.626,643.92,495.23,243.03,127.56,105.35,392.6,369.31,175.08,114.66,68.36,820.86,577.75,289.83,164.48,114.67,657.78,468.01,249.74,141.62,94.05,659.38,566.42,304.54,141.81,81.521,799.78,630.16,322.83,158.09,100.19,606.01,518.1,317.28,167.14,113.81,450.58,418.48,268.23,132.2,78.735,630.04,526.63,290.77,130.64,88.13,370.57,315.46,220.75,142.65,72.232,494.77,448.6,233.26,134.22,75.257,692.54,511.48,287.45,173.36,139.35,370.18,430.88,226.1,139.32,97.516,363.77,361.34,166.6,134.44,70.333,940.34,582.76,257.86,158.27,108.14,519.11,486.71,288.7,234.52,201.66,812.17,584.09,246.78,141.92,99.449,670.44,573.91,251.89,141.26,118.77,1
635.08,431.75,366.37,307.87,288.59,740.86,573.84,479.18,360.75,396.12,822.55,724.45,533.35,525.98,497.9,809.61,614.51,472.62,526.31,474.11,700.48,575.76,485.39,545.43,593.73,588.29,437.19,325.15,302.46,280.14,516.6,442.31,326.18,373.92,344.41,821.3,534.71,444.6,392,399.92,552.95,414.05,280.83,262.95,257.21,327.34,260.32,165.98,137.15,110.21,713.24,463.01,293.59,206.26,200.32,697.12,589.37,386.07,356.86,327.58,540.61,368.66,263.89,189.68,162.7,683.41,419.25,309.35,245.48,234.48,745.89,464.08,293.19,213.18,212.89,406.24,331.75,178.62,120.18,95.482,774.53,432.7,311.88,195.19,178.86,725.51,389.97,303.75,227.95,201.44,903.62,516.29,313.66,168.8,145.6,857,497.85,344.12,212.97,190.42,693.33,451.28,386.13,331.04,318.92,564.97,466.18,424.22,475.81,392.22,762.78,449.33,288.99,163.98,140.97,485.21,275.74,211.08,153.65,101.55,464.01,394.31,274.38,222.04,199.12,739.89,525.85,398.89,398.05,368.99,377.92,373.04,257.44,239.92,224.17,350.79,275.93,164.16,113.4,96.181,789.7,468.23,325.73,207.22,226.24,534.16,476.52,363.67,389.01,388.26,763.78,495.95,307.56,186.25,192,788.04,535.2,306.58,224.8,220.67,1
425.26,305.29,232.47,149.64,98.887,505.63,323.83,247.8,149.39,94.667,490.43,355.5,287.29,157.17,125.9,471.82,398.45,266.26,168.75,132.21,394.95,298.95,191.74,123.39,93.806,335.98,246.73,214.18,118.76,81.032,348.83,270.28,169.79,115.8,98.086,471.3,423.42,249.9,190.2,173.84,318.96,263.18,166.68,122.61,100.83,240.25,177.97,153.29,107.39,67.707,431.59,312.39,189.7,142.63,109.51,418.19,370.54,234.21,176.8,161.57,441.8,399.9,185.73,128.57,112.05,509.14,400.28,227.55,174.36,174.54,550.19,434.96,192.39,136.9,111.07,326.66,311.23,146.76,103.88,67.787,597.3,355.82,260.13,160.97,105.44,569.5,318.55,223.43,153.38,106.39,683.62,349.35,238.42,138.57,80.08,660.3,409.11,258.11,165.5,95.673,458.1,327.06,275.96,178.83,114.72,403.89,288.66,213.84,156.45,99.058,537.23,328.9,229.09,147.25,82.647,312.64,244.59,209.57,137.14,70.603,308.22,252.28,192.61,136.22,86.876,478.42,336.49,250.87,175.73,136.01,325.33,237.47,173.47,119.46,93.7,268.78,222.32,141.93,111.13,64.384,527.82,359.98,226.71,146.12,115.26,370.55,288.81,210.74,141.68,139.02,562.92,428.6,204.76,125.36,91.172,608.19,465.56,192.12,123.16,93.111,-1
652.19,408.9,277.25,158.91,121.12,729.98,463.42,316.07,163.16,137.91,728.86,496.17,351.94,208.1,180.26,777.45,475.51,324.77,242.97,209.87,559.34,370.49,232.21,162.59,135.78,517.45,358.57,232.23,133.05,97.388,511.25,315.66,202.01,142.38,106.86,824.82,507.66,301.86,232.58,225.82,558.03,404.68,198.41,132.36,101.03,396.5,298.57,167.8,106.54,71.01,840.8,524.23,247.14,129.08,99.949,706.06,552.13,256.42,172.32,149.77,559.6,533.92,208.81,125.86,102.02,641.09,516.25,229.02,153.62,130.8,671.09,505.86,222.61,115.85,104.81,388.37,359.56,179.9,96.162,74.913,819.45,439.7,286.8,155.71,112.5,707.93,410.96,239.74,144.75,116.03,827.88,504.78,286.17,133.81,79.746,926.74,490.85,315.73,143.28,93.46,578.99,424.03,292.3,181.55,118.6,513.84,373.42,251.79,149.87,95.017,727.17,429.74,256.63,132.63,86.942,377.27,268.77,206.35,123.64,72.194,469.14,339.63,209.13,152.46,92.955,655.87,515.53,272.4,188.68,144.06,318.92,325.24,198.67,134.03,93.99,299.85,261.86,167.52,117.13,68.504,838.7,438.2,273.92,175.55,117.09,375.55,385.55,220.64,157.87,132.49,802.9,510.41,251.58,140.54,103.51,718.35,523.47,236.6,128.24,101.85,-1
428.02,343.9,262.16,170.18,139.45,492.81,347.28,278.5,170.14,103.91,531.49,375.46,302.9,174.51,96.776,610.84,419.37,294.61,198.22,176.16,417.51,311.28,197.66,157.51,119.86,408.14,296.08,221.55,136.59,85.92,461.9,294.19,206.68,137.65,104.24,748.48,486.44,376.65,266.63,300.84,404.5,306.39,207.45,144.49,116.52,303.48,213.55,167.24,113.92,73.81,634.07,359.18,245.64,161.27,112.13,399.44,427.69,246.15,178.79,149.42,374.64,367.81,209.09,145.28,120.03,456.71,409.64,240.96,177.16,161.02,496.75,440.4,220.07,145,116.28,296.26,276.54,167.13,107.25,79.169,581.53,394.1,286.1,169.61,123.79,601.69,371.39,249.37,168.32,127.16,522.87,331.99,278.16,152.35,80.257,640.05,382.78,297.74,155.01,100.71,508.3,401.92,301.84,175.16,135.1,426.52,343.25,241.57,137.36,95.557,495.53,315.74,260.12,146.49,83.591,339.47,267.85,201.37,144.24,74.797,436.84,318.11,217.96,144.57,95.715,571.68,433.46,277.26,184.98,147.72,280.26,271.03,189.49,123.01,78.379,281.76,214.55,163.25,108.93,73.086,750.95,405.35,281.88,184.88,136.38,338.1,301.54,203.85,141.19,113.81,632.81,443.25,258.05,156.74,110.54,522.49,464.16,230.05,143.84,98.994,1
552.33,366.47,237.8,134.03,103.61,597.42,389.32,259.8,121.89,92.102,617.99,406.43,283.59,130.75,97.224,660.96,425.34,245.75,151.88,114.93,463.48,328.57,181.36,132.47,90.544,497.63,337.68,200.65,122.13,78.371,426.3,286.33,176,125.67,89.502,756.71,455.39,293.1,235.1,222.97,424.05,297.38,166.16,121,97.18,296.04,262.78,139.14,99.977,68.684,637.73,404.83,182.93,113.94,108.84,507.91,424.6,200.73,155.22,145.24,513.24,413.44,187.4,126,115.4,594.55,440.22,239.11,167.89,156.63,607.77,483.11,200.86,126.63,104.89,360.75,317.27,144.8,91.317,66.76,732.1,442.64,220.89,134.64,116.81,716.48,400.88,201.34,144.9,112.1,703.65,432.8,229.52,110.08,81.081,757.34,531.5,234.35,141.95,108.64,520.25,384.32,230.87,155.91,117.29,443.83,330.64,216.88,142.2,93.098,612.24,417.42,222.34,120.45,87.274,396.02,298.54,187.86,135.23,73.016,451.09,297.21,218.79,119.77,84.913,620.02,379.84,274.73,175.01,143.17,334.45,298.6,194.53,107.47,89.478,353.3,273.57,179.18,105.3,64.181,792.33,488.31,260.65,131.79,115.69,408.85,362.56,202.44,120.51,112.23,670.66,550.76,223.12,113.08,95.344,602.38,592.69,204.04,102.26,90.404,1
489.26,389.22,264.15,129.99,101.25,615.32,405.33,280.93,119.81,68.246,684.12,396.09,278.51,69.382,27.687,690.87,427.97,205.5,38.435,45.623,533.6,356.29,177.61,62.893,32.46,530.24,334.91,224.21,106.99,55.546,485,261.55,175.77,120.15,54.71,815.48,495.87,330.52,241.89,262.74,488.77,304.54,165.93,111.04,77.446,340.49,209.78,170.96,93.903,55.114,744.5,406.64,255.01,142.96,123.56,576.13,430.38,213.53,138.79,86.59,537.75,495.47,204.28,127.16,80.707,585.15,514.67,205.72,125.82,94.396,573.55,516.11,209.64,111.86,78.268,377.43,406.23,178.96,91.86,64.772,776.44,441.44,293.91,153.91,120.06,792.66,422.41,229.95,157,124.44,886.44,470.36,267.94,130.34,71.057,902.6,504.9,288.05,148.26,105.45,553.23,423.7,267.71,141.5,79.578,510.62,381.56,207.8,53.147,21.714,778.64,444.87,244.59,122.05,86.77,389.65,289.5,196.81,137.01,64.338,446.36,429.82,211.37,126.65,94.395,694.11,459.32,280.87,178.58,146.92,344.54,352.49,190.08,113.46,78.216,298.58,323.29,161.27,97.738,65.431,746.45,501.48,298.16,178.46,152.76,431.77,332.84,176.76,129.49,107.15,639.95,553.34,262.51,145.48,110.67,586.83,552.97,223.73,120.58,79.859,1
342.69,245.74,227.91,152.02,112.84,360.78,277.34,244.52,153.66,99.526,383.83,296.03,272.6,150.44,101.75,411.11,289.36,225.86,140.44,119.21,220.62,233.51,178.07,111.2,98.553,216.25,235.8,217.43,118.16,97.418,271.21,230.24,195.83,129.95,99.149,307.84,420.79,353.72,267.8,281.22,290.55,271.43,209.99,123.17,96.247,240.37,145.02,159.01,112.87,68.239,316.09,319.96,234.3,156.33,119.73,412.54,404.07,218,123.3,98.675,385.6,359.68,228.6,124.22,91.871,429.27,386.32,229.65,130.55,107.84,500.91,414.27,224.18,147.36,125.57,266.21,250.7,177.44,114.79,70.735,343.57,324.39,245.63,178.82,132.59,329.48,319.53,262.53,174.37,133.65,526.17,311.58,258.09,138.8,79.234,473.48,365.54,286.13,166.53,105.17,390.96,309.75,260.29,172.28,105.56,331.12,295.19,231.58,130.27,85.822,221.5,257.93,220.32,120.74,76.833,349.82,211.35,197.74,137.34,73.384,230.61,336.89,216.67,125.05,88.663,351.89,296.62,289.43,177.03,165.65,248.85,241.49,182.13,116.06,81.764,232.27,227.52,154.58,107.18,68.024,316.91,367.17,274.02,176.71,144.12,290.06,264.21,205.39,126.61,109.12,358.5,417,257.74,157.6,126.79,446.99,446.13,252,166.63,153.4,1
309.95,323.54,256.23,150.42,106.64,321.73,348.53,271.17,151.82,94.694,348.92,377.34,294.87,171.63,128.37,301.56,364.94,306.93,221.39,232.52,240.03,264.57,199.93,144.23,116.93,199.1,275.84,241.26,129.68,94.729,275.38,331.43,199.09,130.67,106.14,302.52,432.2,291.56,262.96,302.06,310.49,357.77,196.72,135.11,108.89,322.99,259.82,173.34,105.36,69.347,228.65,364.55,229.14,134.24,115.38,396.32,507.06,256.96,186.55,181.3,367.05,494.68,219.34,118.87,85.351,417.85,413.44,234.9,133.1,94.281,406.24,398.94,228.1,131.56,97.189,289.06,352.01,181.85,94.122,63.175,292.21,337.85,250.98,173.52,107.73,397.58,351.18,226.07,157.56,127.57,453.28,350.3,249.44,130.41,85.006,369.35,381.01,264.42,168.76,111.48,376.12,334.15,282.66,188.66,138.09,362.64,340.8,229.47,174.22,122.62,373.63,339.56,239.51,132.26,93.374,239.25,242.86,209.96,131.46,70.327,199.38,404.17,217.1,127.09,92.82,417.46,421.49,245.94,157.23,136.23,287.19,336.15,177.34,127.28,91.258,260.88,263.97,155.68,92.335,66.57,209.18,403.15,234.5,166.32,127.75,303.38,336.02,209.39,179.29,134.1,286.57,419.07,225.29,143.97,106.28,381,424.66,218.11,129.36,100.7,1
469.28,325.48,248.73,160.94,114.46,517.84,356.56,270.26,169.35,101.21,569.4,399.22,301.11,182.2,113.47,558.89,438.03,307.24,228.2,198.92,399.03,312,204.45,123.74,105.05,379.79,199.74,229.57,130.22,80.512,424.69,279.64,209.39,132.68,103.51,649.92,505.86,317.5,264,251.86,384.26,320.13,194.57,134.39,103.25,311.75,208.63,161.48,111.43,66.841,527.32,351.55,224.96,165.21,126.35,446,385.16,214.3,162.42,131.33,506.13,406.53,206.87,139.71,110.82,523.74,414.25,231.72,174.03,154.14,531.32,450.17,217.84,129,102.2,332.04,335.91,168.47,104.63,65.815,551.27,374.01,252.93,164.44,116.51,578.86,364.76,243.54,172.69,134.78,558.34,367.14,261.99,141.4,83.724,619.58,422.27,258.86,166.18,110.85,486.6,336.98,259.67,161.87,102.03,422.94,315.1,226.44,130.67,89.022,505.05,352.06,252.75,140.18,88.68,383.48,244.8,211.82,132.32,75.035,417.82,396.35,230.21,144.45,90.936,578.06,360.08,275.98,191.23,152.75,335.76,306.19,211.84,119.51,81.939,319.62,269.6,177.93,102.47,67.857,671.31,483.05,283.05,196.31,147.45,365.67,293.15,214.28,141.06,110.76,584.89,513.84,257.41,151.71,115.37,539.97,498.54,236.55,119.38,91.412,1
8010.6,1830.1,592.97,516.43,527.21,18247,4109.8,1173,1255.3,1225.3,1814.8,572.28,280.33,238.99,244.98,5938.9,1393.3,433.23,450.86,436.69,4229.5,989.81,394.94,392.45,413.21,2551.6,918.84,488.83,515.59,545.74,1728.3,559.7,210.2,147.22,149.28,12017,2732.3,983.52,866.82,992.29,7991.8,1856.9,623.89,554.3,597.13,2423.1,677.69,219.83,203.06,193.86,2506,725.89,283.99,241.14,262.76,9627.1,2266.1,719.68,783.1,769.99,1264.5,583.39,287.96,303.17,298.35,12670,2903.4,905.35,872.99,871.01,7675.1,1915.1,930.33,970.45,1056.5,584.2,333.06,156.29,126.18,103.12,3425.6,869.18,391.57,437.96,459.1,5501.4,1291.3,401.41,423.03,415.45,7764.7,1779.3,583.66,539.4,547.08,18280,4093.6,1212.3,1202.9,1185.6,10234,2288.4,799.87,817.48,879.62,6787,1513.7,479.46,493.36,490.72,3656.4,956.49,344.17,383.49,333.73,1332.1,405.18,217.93,154.43,162.74,2682.3,662.6,264.94,233.74,240.81,3895.7,980.13,461.19,433.01,461.51,8401,2149.7,878.08,876.62,985.82,3705.1,923.13,317.88,300.76,315.73,6042.6,1420.9,462.6,462.07,488.45,771.55,445.76,276.26,200.9,181.94,16591,3791.1,1357.8,1364.1,1494.2,1904.2,580.8,269.97,212.79,178.56,1
-683.68,416.9,475.36,483.6,528.97,-1994.2,279.66,790.29,946.32,987.1,227.94,368.94,201.78,185.51,203.99,-504.72,264.48,340.58,336.17,351.65,-212.82,207.78,268.2,287.68,322.6,1969.6,908.94,426.57,412.47,440.83,-122.1,336.77,167.86,124.72,117.26,-1085.8,553.79,778.98,694.53,780.24,-706.35,419.65,421.5,442.98,480.93,-195.8,205.7,175.98,168.25,153.35,-16.297,335.85,229.04,206.82,206.74,-914.65,226.04,524.49,616.57,579.98,660.64,402.46,263.9,252.34,236.91,-1225.7,408.12,603.02,692.84,741.56,754.04,985.8,736.01,721.43,844.45,190.3,238.67,140.2,117.29,95.716,-76.619,264.27,342.05,353.3,372.78,-568.51,137.14,321.63,341.18,326.9,-662.22,382.2,383.66,406.07,452.27,-1902.8,443.95,778.3,925.08,967.97,-817.11,307.56,568.37,610.7,684.53,-646.21,205.24,344.14,384.85,398.34,-139.61,365.16,253.99,267.53,271.7,111.48,242.92,172.7,142.91,143.25,-147.08,232.44,201.79,181.4,196.11,43.273,424.12,342.78,333.33,359.45,238.58,911.96,687.86,657.61,779.97,-285.73,245.74,231.12,236.88,256.23,-515.95,274.11,350.95,350.82,390.31,696.2,438.1,214.27,163.49,153.61,-990.28,801.07,978.24,1019.1,1172.4,195.05,336.56,195.86,160.29,157.58,1
6695.3,1315,489.15,368.06,345.37,15450,2637.9,966.08,782.48,755.69,1427.8,531.34,220.22,172.51,146.41,5060.6,936.62,387.28,304.58,287.61,3413,673.45,274.75,238.82,218.67,1836.4,752.75,312.33,279.7,243.56,1463.6,428.45,172.44,120.35,90.767,10050,1850.9,778.27,564.74,532.43,6616.9,1245,467.44,357.49,330.12,2053.4,525.13,195.44,157.14,140.31,2045.3,531.34,215.76,172.62,153.06,8248.3,1483.9,567.52,484.41,472.43,1047.9,535.25,243.19,209.51,191.74,10660,1908.3,723.37,596.49,575.01,5967.6,1299.4,596.75,516.48,458.91,534.23,378.34,154.38,104.7,92.382,2832,620.21,295.87,268.69,250.54,4670.3,861.51,341.15,270.29,257.46,6512.7,1273.4,464.85,345.92,324.26,15388,2722.1,973.46,771.36,730.56,8522.6,1530.3,584.21,476.24,446.62,5678.8,1063.6,370.7,304.71,284.41,3168.2,676.96,283.91,216.93,205.7,1050.9,313.65,174.94,119.49,111.73,2155.1,510.5,192.71,151.9,133.73,3055.9,765.74,302.17,244.17,210.14,6736.7,1380.9,558.49,479.51,433.3,3082.8,636.65,251.23,190.03,180.63,5083.6,924.37,360.47,283.31,265.92,606.67,462.09,250.5,178.89,152.7,13647,2457.4,948.33,784.33,722.09,1607.3,485.37,268.02,166.17,152.44,-1
4150.6,1353.7,782.56,872.5,793.29,9230.9,2659.9,1767.1,2381.1,2094.8,1040,504.12,260.14,212.76,188.98,3067.2,874.54,607.22,798.35,693.76,2198.6,744.82,412.02,515.58,449.75,2448.8,951.06,355.65,258.68,208.63,894.74,459.85,230.06,233.96,201.74,6167.6,1789.9,1146,1537.2,1331.3,4059.6,1305.7,778.24,1009.4,877.82,1298,477.87,292.85,318.84,280.88,1381.5,594.48,297.97,325.65,274.24,5037.8,1527.8,965.56,1221.1,1098.5,1127.8,555.6,264.88,218.41,181.9,6461,1947,1234.7,1567.3,1414.7,4470,1613.4,831.45,972.05,829.04,405.23,276.79,174.34,127.29,108.29,1779.6,621.02,430.99,504.33,436.19,2746.9,815.87,551.9,715.97,632.85,4021.8,1265.4,768.9,961.03,847.68,9331.2,2790.8,1751.3,2303.7,2028.5,5258.9,1539,1023.7,1282.3,1123.5,3425.8,1031.6,656.65,833.62,740.83,2080.1,754.96,418.79,452.47,401.67,805.56,374.09,198.79,185.73,166.11,1399.8,554.99,290.68,320.43,287.41,2192.6,752.94,440.7,467.18,404.5,4672.7,1582.2,876.89,1070.6,920.62,1910.7,561.08,403.19,500.41,431.59,3065,899.85,614.42,792.41,696.98,753.61,428.68,239.93,165.06,134.13,8620.6,2609.7,1620.5,2129.4,1846.3,1089.9,516.11,271.36,231.54,199.49,-1
